start,target,elapsed_task_time,method,game_mode,D,W,ID
"(3, 3)","(3, 5)",4.151192665100098,head_turn,memory,512.0,255.0,1.59
"(3, 5)","(3, 3)",6.218129634857178,head_turn,memory,512.0,255.0,1.59
"(3, 3)","(2, 3)",4.934568643569946,head_turn,memory,288.0,288.0,1.0
"(2, 3)","(3, 4)",3.4155821800231934,head_turn,memory,385.33,271.94,1.27
"(3, 4)","(2, 4)",2.9810280799865723,head_turn,memory,288.0,288.0,1.0
"(2, 4)","(2, 5)",4.140682935714722,head_turn,memory,256.0,255.0,1.0
"(2, 5)","(1, 4)",3.6829023361206055,head_turn,memory,385.33,271.94,1.27
"(1, 4)","(2, 5)",2.709160804748535,head_turn,memory,385.33,271.94,1.27
"(2, 5)","(3, 3)",6.150275230407715,head_turn,memory,587.44,261.89,1.7
"(3, 3)","(1, 5)",3.8985304832458496,head_turn,memory,770.66,271.94,1.94
"(1, 5)","(2, 5)",4.299447059631348,head_turn,memory,288.0,288.0,1.0
"(2, 5)","(3, 4)",3.1839165687561035,head_turn,memory,385.33,271.94,1.27
"(3, 4)","(1, 5)",3.0285627841949463,head_turn,memory,630.33,281.67,1.7
"(1, 5)","(3, 3)",2.702099800109864,head_turn,memory,770.66,271.94,1.94
"(3, 3)","(3, 4)",4.2790138721466064,head_turn,memory,256.0,255.0,1.0
"(3, 4)","(3, 5)",60.301286935806274,head_turn,chase,256.0,255.0,1.0
"(3, 5)","(2, 5)",2.117408275604248,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",4.779906272888184,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",4.366774320602417,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",1.8538634777069087,head_turn,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",3.742043018341065,head_turn,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",2.3665859699249268,head_turn,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",2.8861429691314697,head_turn,chase,576.0,288.0,1.58
"(1, 3)","(1, 4)",2.021249771118164,head_turn,chase,256.0,255.0,1.0
"(1, 4)","(3, 5)",2.011582136154175,head_turn,chase,630.33,281.67,1.7
"(3, 5)","(2, 5)",2.042177438735962,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",2.6037373542785645,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",3.028737068176269,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",2.4229235649108887,head_turn,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",2.223018884658813,head_turn,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",1.875288724899292,head_turn,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",2.6012794971466064,head_turn,chase,576.0,288.0,1.58
"(1, 3)","(3, 5)",2.090944290161133,head_turn,chase,770.66,271.94,1.94
"(3, 5)","(2, 5)",2.0542361736297607,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",2.0584065914154053,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",1.6567320823669434,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",2.254894971847534,head_turn,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",2.0865182876586914,head_turn,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",5.000065803527832,head_turn,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",2.8063061237335205,head_turn,chase,576.0,288.0,1.58
"(1, 3)","(1, 4)",2.596506834030152,head_turn,chase,256.0,255.0,1.0
"(1, 4)","(3, 5)",2.0702104568481445,head_turn,chase,630.33,281.67,1.7
"(3, 5)","(2, 5)",1.9483964443206787,head_turn,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",2.4232935905456543,head_turn,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",1.536501407623291,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",1.6351149082183838,head_turn,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",1.8114399909973145,head_turn,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",1.70271897315979,head_turn,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",2.6321845054626465,head_turn,chase,576.0,288.0,1.58
"(1, 3)","(1, 5)",1.7574670314788818,head_turn,chase,512.0,255.0,1.59
"(1, 5)","(1, 3)",6.825413942337036,blink,memory,512.0,255.0,1.59
"(1, 3)","(1, 5)",5.26423454284668,blink,memory,512.0,255.0,1.59
"(1, 5)","(1, 4)",3.051854133605957,blink,memory,256.0,255.0,1.0
"(1, 4)","(2, 3)",2.9154181480407715,blink,memory,385.33,271.94,1.27
"(2, 3)","(2, 4)",2.29974365234375,blink,memory,256.0,255.0,1.0
"(2, 4)","(1, 5)",4.163286447525024,blink,memory,385.33,271.94,1.27
"(1, 5)","(2, 5)",2.9185938835144043,blink,memory,288.0,288.0,1.0
"(2, 5)","(2, 3)",3.845835447311402,blink,memory,512.0,255.0,1.59
"(2, 3)","(2, 5)",3.082170248031616,blink,memory,512.0,255.0,1.59
"(2, 5)","(3, 5)",3.477245807647705,blink,memory,288.0,288.0,1.0
"(3, 5)","(3, 4)",3.519329786300659,blink,memory,256.0,255.0,1.0
"(3, 4)","(3, 5)",4.392050743103027,blink,memory,256.0,255.0,1.0
"(3, 5)","(1, 3)",2.740116596221924,blink,memory,770.66,271.94,1.94
"(1, 3)","(2, 3)",2.823625564575196,blink,memory,288.0,288.0,1.0
"(2, 3)","(1, 5)",9.242554664611816,blink,memory,587.44,261.89,1.7
"(1, 5)","(2, 3)",3.079964160919189,blink,memory,587.44,261.89,1.7
"(2, 3)","(1, 3)",4.321604490280151,blink,memory,288.0,288.0,1.0
"(1, 3)","(2, 3)",4.63926887512207,blink,memory,288.0,288.0,1.0
"(2, 3)","(1, 5)",2.352106809616089,blink,memory,587.44,261.89,1.7
"(1, 5)","(2, 3)",1.9152209758758545,blink,memory,587.44,261.89,1.7
"(2, 3)","(3, 5)",11.988104343414308,blink,memory,587.44,261.89,1.7
"(3, 5)","(3, 4)",7.414309740066528,blink,memory,256.0,255.0,1.0
"(3, 4)","(1, 5)",7.0142662525177,blink,memory,630.33,281.67,1.7
"(1, 5)","(3, 5)",8.512415885925293,blink,memory,576.0,288.0,1.58
"(3, 5)","(2, 4)",2.3690853118896484,blink,memory,385.33,271.94,1.27
"(2, 4)","(3, 5)",3.850252628326416,blink,memory,385.33,271.94,1.27
"(3, 5)","(1, 5)",8.111032724380493,blink,memory,576.0,288.0,1.58
"(1, 5)","(3, 4)",5.380947113037109,blink,memory,630.33,281.67,1.7
"(3, 4)","(1, 5)",4.701596975326538,blink,memory,630.33,281.67,1.7
"(1, 5)","(2, 4)",3.1756272315979004,blink,memory,385.33,271.94,1.27
"(2, 4)","(2, 5)",5.086822509765625,blink,memory,256.0,255.0,1.0
"(2, 5)","(1, 5)",3.1499686241149902,blink,memory,288.0,288.0,1.0
"(1, 5)","(3, 5)",4.796578407287598,blink,chase,576.0,288.0,1.58
"(3, 5)","(2, 5)",2.541703462600708,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",2.212959289550781,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",2.005537986755371,blink,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",2.856281280517578,blink,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",6.654918193817139,blink,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",2.585390567779541,blink,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",2.4017577171325684,blink,chase,576.0,288.0,1.58
"(1, 3)","(1, 4)",2.4499754905700684,blink,chase,256.0,255.0,1.0
"(1, 4)","(3, 5)",1.9326846599578853,blink,chase,630.33,281.67,1.7
"(3, 5)","(2, 5)",3.383138656616211,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",5.628486156463623,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",2.107701063156128,blink,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",3.754381895065308,blink,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",1.934298515319824,blink,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",3.189639091491699,blink,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",3.081310749053955,blink,chase,576.0,288.0,1.58
"(1, 3)","(1, 4)",2.296858549118042,blink,chase,256.0,255.0,1.0
"(1, 4)","(3, 5)",2.4226598739624023,blink,chase,630.33,281.67,1.7
"(3, 5)","(2, 5)",9.071173667907717,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",7.908602952957153,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",2.186407804489136,blink,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",2.1351513862609863,blink,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",1.966332197189331,blink,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",2.1567869186401367,blink,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",2.6252124309539795,blink,chase,576.0,288.0,1.58
"(1, 3)","(1, 4)",2.0793650150299072,blink,chase,256.0,255.0,1.0
"(1, 4)","(3, 5)",1.8997814655303955,blink,chase,630.33,281.67,1.7
"(3, 5)","(2, 5)",1.939099788665772,blink,chase,288.0,288.0,1.0
"(2, 5)","(3, 4)",5.53328537940979,blink,chase,385.33,271.94,1.27
"(3, 4)","(2, 4)",2.7826642990112305,blink,chase,288.0,288.0,1.0
"(2, 4)","(2, 3)",1.70713472366333,blink,chase,256.0,255.0,1.0
"(2, 3)","(1, 5)",1.6426689624786377,blink,chase,587.44,261.89,1.7
"(1, 5)","(3, 3)",1.7256958484649658,blink,chase,770.66,271.94,1.94
"(3, 3)","(1, 3)",1.775481939315796,blink,chase,576.0,288.0,1.58
"(1, 3)","(1, 4)",1.7083110809326172,blink,chase,256.0,255.0,1.0
"(1, 5)","(1, 7)",4.0043230056762695,hotcorner,memory,816.65,200.0,2.35
"(2, 3)","(1, 7)",3.5746078491210938,hotcorner,memory,1071.3,200.0,2.67
"(3, 3)","(1, 7)",6.297427177429199,hotcorner,memory,1011.57,200.0,2.6
"(1, 4)","(1, 7)",2.3764870166778564,hotcorner,memory,993.43,200.0,2.58
"(1, 5)","(1, 7)",2.5431270599365234,hotcorner,memory,816.65,200.0,2.35
"(3, 3)","(1, 7)",14.068484544754028,hotcorner,memory,1011.57,200.0,2.6
"(3, 5)","(1, 7)",9.0911283493042,hotcorner,memory,502.19,200.0,1.81
"(3, 3)","(1, 7)",2.0981602668762207,hotcorner,memory,1011.57,200.0,2.6
"(2, 5)","(1, 7)",2.224477529525757,hotcorner,memory,613.68,200.0,2.02
"(1, 3)","(1, 7)",4.636622905731201,hotcorner,memory,1199.16,200.0,2.81
"(1, 4)","(1, 7)",0.5822231769561768,hotcorner,memory,993.43,200.0,2.58
"(3, 3)","(1, 7)",13.338353633880615,hotcorner,memory,1011.57,200.0,2.6
"(2, 5)","(1, 7)",2.5080881118774414,hotcorner,memory,613.68,200.0,2.02
"(2, 3)","(1, 7)",3.1755778789520264,hotcorner,memory,1071.3,200.0,2.67
"(1, 5)","(1, 7)",1.984058380126953,hotcorner,memory,816.65,200.0,2.35
"(1, 3)","(1, 7)",5.025953531265259,hotcorner,memory,1199.16,200.0,2.81
"(2, 3)","(1, 7)",2.727107286453247,hotcorner,memory,1071.3,200.0,2.67
"(2, 4)","(1, 7)",2.610922813415528,hotcorner,memory,834.63,200.0,2.37
"(3, 3)","(1, 7)",8.239784002304077,hotcorner,memory,1011.57,200.0,2.6
"(2, 4)","(1, 7)",1.4498775005340576,hotcorner,memory,834.63,200.0,2.37
"(3, 3)","(1, 7)",3.56797194480896,hotcorner,memory,1011.57,200.0,2.6
"(3, 4)","(1, 7)",3.749125242233277,hotcorner,memory,756.43,200.0,2.26
"(1, 4)","(1, 7)",2.908933401107788,hotcorner,memory,993.43,200.0,2.58
"(1, 3)","(1, 7)",2.476192712783813,hotcorner,memory,1199.16,200.0,2.81
"(2, 4)","(1, 7)",2.699363946914673,hotcorner,memory,834.63,200.0,2.37
"(3, 4)","(1, 7)",4.3665430545806885,hotcorner,memory,756.43,200.0,2.26
"(2, 3)","(1, 7)",2.890575170516968,hotcorner,memory,1071.3,200.0,2.67
"(2, 4)","(1, 7)",2.819047689437866,hotcorner,memory,834.63,200.0,2.37
"(2, 4)","(1, 7)",4.075510263442993,hotcorner,memory,834.63,200.0,2.37
"(2, 5)","(1, 7)",2.2068533897399902,hotcorner,memory,613.68,200.0,2.02
"(1, 5)","(1, 7)",1.6403555870056152,hotcorner,memory,816.65,200.0,2.35
"(2, 4)","(1, 7)",1.629786729812622,hotcorner,memory,834.63,200.0,2.37
"(3, 5)","(1, 7)",8.942773580551147,hotcorner,memory,502.19,200.0,1.81
"(1, 3)","(1, 7)",3.0092430114746094,hotcorner,memory,1199.16,200.0,2.81
"(2, 4)","(1, 7)",7.431443929672241,hotcorner,memory,834.63,200.0,2.37
"(2, 4)","(1, 7)",3.0042150020599365,hotcorner,memory,834.63,200.0,2.37
"(3, 5)","(1, 7)",20.31620192527771,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",10.614811420440674,hotcorner,chase,613.68,200.0,2.02
"(3, 4)","(1, 7)",1.788607835769653,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",1.8372488021850584,hotcorner,chase,834.63,200.0,2.37
"(2, 3)","(1, 7)",2.148233652114868,hotcorner,chase,1071.3,200.0,2.67
"(1, 5)","(1, 7)",3.435644149780273,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",3.9950010776519775,hotcorner,chase,1011.57,200.0,2.6
"(1, 3)","(1, 7)",2.229522228240967,hotcorner,chase,1199.16,200.0,2.81
"(1, 4)","(1, 7)",1.4647698402404783,hotcorner,chase,993.43,200.0,2.58
"(3, 5)","(1, 7)",2.860948085784912,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",0.9136419296264648,hotcorner,chase,613.68,200.0,2.02
"(3, 4)","(1, 7)",1.979874849319458,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",0.9327306747436525,hotcorner,chase,834.63,200.0,2.37
"(2, 3)","(1, 7)",1.626955509185791,hotcorner,chase,1071.3,200.0,2.67
"(1, 5)","(1, 7)",1.0729749202728271,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",1.2443878650665283,hotcorner,chase,1011.57,200.0,2.6
"(1, 3)","(1, 7)",1.6639039516448977,hotcorner,chase,1199.16,200.0,2.81
"(3, 5)","(1, 7)",1.5109784603118896,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",3.358942985534668,hotcorner,chase,613.68,200.0,2.02
"(3, 4)","(1, 7)",1.2266473770141602,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",0.9419984817504884,hotcorner,chase,834.63,200.0,2.37
"(2, 3)","(1, 7)",1.777430534362793,hotcorner,chase,1071.3,200.0,2.67
"(1, 5)","(1, 7)",1.8598895072937007,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",1.52854323387146,hotcorner,chase,1011.57,200.0,2.6
"(1, 3)","(1, 7)",1.2319490909576416,hotcorner,chase,1199.16,200.0,2.81
"(1, 4)","(1, 7)",1.20928955078125,hotcorner,chase,993.43,200.0,2.58
"(3, 5)","(1, 7)",2.4898123741149902,hotcorner,chase,502.19,200.0,1.81
"(2, 5)","(1, 7)",0.9649627208709716,hotcorner,chase,613.68,200.0,2.02
"(3, 4)","(1, 7)",3.886282444000244,hotcorner,chase,756.43,200.0,2.26
"(2, 4)","(1, 7)",2.5047497749328613,hotcorner,chase,834.63,200.0,2.37
"(1, 5)","(1, 7)",1.4776768684387207,hotcorner,chase,816.65,200.0,2.35
"(3, 3)","(1, 7)",1.6665778160095217,hotcorner,chase,1011.57,200.0,2.6
"(1, 3)","(1, 7)",1.2953693866729736,hotcorner,chase,1199.16,200.0,2.81
"(1, 4)","(1, 7)",1.4597063064575195,hotcorner,chase,993.43,200.0,2.58
"(1, 4)","(3, 5)",3.181324005126953,blink,chase,630.33,281.67,1.7
"(3, 5)","(2, 3)",2.0691699981689453,blink,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",2.003029584884644,blink,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",1.7169694900512695,blink,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",2.9807934761047363,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",2.155846357345581,blink,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",1.8664655685424805,blink,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",4.571036815643311,blink,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",5.353396654129028,blink,chase,288.0,288.0,1.0
"(2, 4)","(3, 5)",4.630556344985962,blink,chase,385.33,271.94,1.27
"(3, 5)","(2, 3)",2.3128821849823,blink,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",2.0531394481658936,blink,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",2.4405925273895264,blink,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",3.49942684173584,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",6.049743175506592,blink,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",2.787118673324585,blink,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",3.6270787715911865,blink,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",2.134147882461548,blink,chase,288.0,288.0,1.0
"(2, 4)","(3, 5)",11.5385639667511,blink,chase,385.33,271.94,1.27
"(3, 5)","(2, 3)",2.4397342205047607,blink,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",8.65835690498352,blink,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",2.509158134460449,blink,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",2.550745010375977,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",1.8767201900482176,blink,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",2.15350341796875,blink,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",1.7663681507110596,blink,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",1.7195370197296145,blink,chase,288.0,288.0,1.0
"(2, 4)","(3, 5)",7.610113620758057,blink,chase,385.33,271.94,1.27
"(3, 5)","(2, 3)",2.452303171157837,blink,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",2.215505599975586,blink,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",11.82057523727417,blink,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",2.348473072052002,blink,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",4.966536045074463,blink,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",2.596461296081543,blink,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",3.6171212196350098,blink,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",2.6214821338653564,blink,chase,288.0,288.0,1.0
"(1, 3)","(1, 7)",3.961093425750733,hotcorner,memory,1199.16,200.0,2.81
"(2, 5)","(1, 7)",5.09724497795105,hotcorner,memory,613.68,200.0,2.02
"(1, 3)","(1, 7)",2.380587577819824,hotcorner,memory,1199.16,200.0,2.81
"(2, 3)","(1, 7)",3.1404621601104736,hotcorner,memory,1071.3,200.0,2.67
"(1, 4)","(1, 7)",4.515586853027344,hotcorner,memory,993.43,200.0,2.58
"(1, 5)","(1, 7)",6.305402517318726,hotcorner,memory,816.65,200.0,2.35
"(2, 5)","(1, 7)",7.0933568477630615,hotcorner,memory,613.68,200.0,2.02
"(2, 4)","(1, 7)",3.625430107116699,hotcorner,memory,834.63,200.0,2.37
"(3, 5)","(1, 7)",9.38692045211792,hotcorner,memory,502.19,200.0,1.81
"(3, 5)","(1, 7)",2.649996519088745,hotcorner,memory,502.19,200.0,1.81
"(3, 4)","(1, 7)",3.714073419570923,hotcorner,memory,756.43,200.0,2.26
"(2, 5)","(1, 7)",3.8980884552001953,hotcorner,memory,613.68,200.0,2.02
"(1, 5)","(1, 7)",1.8639729022979736,hotcorner,memory,816.65,200.0,2.35
"(3, 3)","(1, 7)",5.071336030960083,hotcorner,memory,1011.57,200.0,2.6
"(3, 3)","(1, 7)",2.2416818141937256,hotcorner,memory,1011.57,200.0,2.6
"(3, 3)","(1, 7)",7.157923698425293,hotcorner,memory,1011.57,200.0,2.6
"(2, 4)","(1, 7)",2.09122371673584,hotcorner,memory,834.63,200.0,2.37
"(3, 3)","(1, 7)",2.343788146972656,hotcorner,memory,1011.57,200.0,2.6
"(1, 4)","(1, 7)",2.2167882919311523,hotcorner,memory,993.43,200.0,2.58
"(3, 5)","(1, 7)",2.806175708770752,hotcorner,memory,502.19,200.0,1.81
"(1, 3)","(1, 7)",2.3033699989318848,hotcorner,memory,1199.16,200.0,2.81
"(1, 3)","(1, 7)",4.966320991516113,hotcorner,memory,1199.16,200.0,2.81
"(1, 3)","(1, 7)",1.7003910541534424,hotcorner,memory,1199.16,200.0,2.81
"(2, 5)","(1, 7)",2.427396535873413,hotcorner,memory,613.68,200.0,2.02
"(3, 5)","(1, 7)",3.569892883300781,hotcorner,memory,502.19,200.0,1.81
"(1, 3)","(1, 7)",3.191779375076294,hotcorner,memory,1199.16,200.0,2.81
"(3, 5)","(1, 7)",11.101792812347412,hotcorner,memory,502.19,200.0,1.81
"(3, 5)","(1, 7)",3.9461822509765625,hotcorner,memory,502.19,200.0,1.81
"(3, 3)","(1, 7)",2.662771224975586,hotcorner,memory,1011.57,200.0,2.6
"(2, 5)","(1, 7)",2.0131723880767822,hotcorner,memory,613.68,200.0,2.02
"(2, 5)","(1, 7)",3.8492047786712646,hotcorner,memory,613.68,200.0,2.02
"(2, 3)","(1, 7)",2.179149389266968,hotcorner,memory,1071.3,200.0,2.67
"(2, 5)","(1, 7)",2.745151996612549,hotcorner,memory,613.68,200.0,2.02
"(2, 3)","(1, 7)",4.532827615737915,hotcorner,memory,1071.3,200.0,2.67
"(2, 3)","(3, 5)",4.119502067565918,head_turn,chase,587.44,261.89,1.7
"(3, 5)","(2, 3)",2.167146921157837,head_turn,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",1.4387896060943604,head_turn,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",2.11011815071106,head_turn,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",1.5483670234680176,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",3.098217487335205,head_turn,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",3.630829572677612,head_turn,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",4.915810108184815,head_turn,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",1.6080057621002195,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(3, 5)",3.0911874771118164,head_turn,chase,385.33,271.94,1.27
"(3, 5)","(2, 3)",1.88416600227356,head_turn,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",3.410754680633545,head_turn,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",1.878006935119629,head_turn,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",3.0124428272247314,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",1.6290364265441897,head_turn,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",1.580949783325195,head_turn,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",4.328848600387573,head_turn,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",2.517125368118286,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(3, 5)",12.841309785842896,head_turn,chase,385.33,271.94,1.27
"(3, 5)","(2, 3)",2.117586135864258,head_turn,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",2.076811552047729,head_turn,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",2.0198113918304443,head_turn,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",4.24885106086731,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",5.682108879089356,head_turn,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",3.810918092727661,head_turn,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",2.150024890899658,head_turn,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",1.637347936630249,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(3, 5)",9.592243194580078,head_turn,chase,385.33,271.94,1.27
"(3, 5)","(2, 3)",2.233198642730713,head_turn,chase,587.44,261.89,1.7
"(2, 3)","(1, 4)",3.9657928943634033,head_turn,chase,385.33,271.94,1.27
"(1, 4)","(2, 5)",1.7703540325164795,head_turn,chase,385.33,271.94,1.27
"(2, 5)","(1, 5)",1.6520471572875977,head_turn,chase,288.0,288.0,1.0
"(1, 5)","(1, 3)",1.924462080001831,head_turn,chase,512.0,255.0,1.59
"(1, 3)","(3, 3)",1.7909929752349854,head_turn,chase,576.0,288.0,1.58
"(3, 3)","(3, 4)",2.0540928840637207,head_turn,chase,256.0,255.0,1.0
"(3, 4)","(2, 4)",1.3291542530059814,head_turn,chase,288.0,288.0,1.0
"(2, 4)","(3, 3)",3.347186088562012,blink,memory,385.33,271.94,1.27
"(3, 3)","(3, 5)",3.5511341094970703,blink,memory,512.0,255.0,1.59
"(3, 5)","(2, 3)",2.6224255561828613,blink,memory,587.44,261.89,1.7
"(2, 3)","(2, 5)",4.9650983810424805,blink,memory,512.0,255.0,1.59
"(2, 5)","(2, 4)",3.8797824382781982,blink,memory,256.0,255.0,1.0
"(2, 4)","(2, 3)",3.152177095413208,blink,memory,256.0,255.0,1.0
"(2, 3)","(1, 4)",13.292850971221924,blink,memory,385.33,271.94,1.27
"(1, 4)","(1, 3)",5.295294523239136,blink,memory,256.0,255.0,1.0
"(1, 3)","(2, 3)",5.33161211013794,blink,memory,288.0,288.0,1.0
"(2, 3)","(3, 5)",7.6662397384643555,blink,memory,587.44,261.89,1.7
"(3, 5)","(1, 5)",6.052520990371704,blink,memory,576.0,288.0,1.58
"(1, 5)","(3, 4)",3.746495008468628,blink,memory,630.33,281.67,1.7
"(3, 4)","(1, 5)",3.454418659210205,blink,memory,630.33,281.67,1.7
"(1, 5)","(1, 3)",3.9171276092529297,blink,memory,512.0,255.0,1.59
"(1, 3)","(3, 3)",2.7351067066192627,blink,memory,576.0,288.0,1.58
"(3, 3)","(1, 3)",3.2500007152557373,blink,memory,576.0,288.0,1.58
"(1, 3)","(1, 4)",6.3052978515625,blink,memory,256.0,255.0,1.0
"(1, 4)","(2, 3)",3.135270595550537,blink,memory,385.33,271.94,1.27
"(2, 3)","(3, 3)",8.871706247329712,blink,memory,288.0,288.0,1.0
"(3, 3)","(1, 3)",4.010779619216919,blink,memory,576.0,288.0,1.58
"(1, 3)","(2, 3)",7.977475643157959,blink,memory,288.0,288.0,1.0
"(2, 3)","(3, 5)",3.6920106410980233,blink,memory,587.44,261.89,1.7
"(3, 5)","(1, 5)",3.5690274238586426,blink,memory,576.0,288.0,1.58
"(1, 5)","(3, 4)",3.438152551651001,blink,memory,630.33,281.67,1.7
"(3, 4)","(1, 3)",3.754130125045776,blink,memory,630.33,281.67,1.7
"(1, 3)","(3, 3)",2.850136995315552,blink,memory,576.0,288.0,1.58
"(3, 3)","(2, 4)",5.5888378620147705,blink,memory,385.33,271.94,1.27
"(2, 4)","(3, 4)",5.089901208877564,blink,memory,288.0,288.0,1.0
"(3, 4)","(2, 4)",2.680135488510132,blink,memory,288.0,288.0,1.0
"(2, 4)","(1, 3)",3.0428595542907715,blink,memory,385.33,271.94,1.27
